date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,main,solar_output,wind_output,total_renewable,renewable_ratio,energy_source
2015-02-09 20:54:00,20.5,34.045,0.0,782.0,0.0050822811093304,0,1899.6802322767307,699.7894749755769,223.69566556432747,923.4851405399044,0.486126625339005,MAINS
2015-02-05 16:53:00,22.29,25.7,441.0,1045.66666666667,0.0042758224818962,1,1031.9408037448902,189.1309502597382,52.738890014626925,241.86984027436512,0.2343834446671988,MAINS
2015-02-09 23:35:00,20.39,33.0,0.0,520.0,0.0048914546290098,0,2756.004331900285,510.45403240339635,109.63425759002581,620.0882899934222,0.224995397436791,MAINS
2015-02-07 08:49:00,19.6333333333333,19.4266666666667,31.0,454.333333333333,0.0027382560181421,0,336.2502410503291,790.4031564530385,96.88481236964383,887.2879688226823,2.638772736790024,ECO_SOURCE
2015-02-07 00:49:00,20.0,18.6,0.0,432.0,0.0026818070723918,0,297.3314685905199,602.7915132061172,155.06693561314248,757.8584488192597,2.5488672706317885,ECO_SOURCE
2015-02-06 13:15:59,21.29,19.6666666666667,131.333333333333,665.333333333333,0.0030721906494104,0,1207.5097217823861,208.69087468705956,239.57896501905293,448.2698397061125,0.37123497361530844,MAINS
2015-02-06 00:16:59,20.2,21.2,0.0,449.0,0.0030968140539317,0,682.6818138944654,359.42386110819496,29.351647879986366,388.77550898818134,0.5694827386280448,MAINS
2015-02-08 13:53:59,20.7,26.79,183.0,424.75,0.0040421521154737,0,345.57597637796806,467.6715613460208,166.12965225943515,633.8012136054559,1.8340430380850496,ECO_SOURCE
2015-02-08 09:49:59,19.39,30.575,14.0,426.5,0.0042552450984883,0,412.5737375194998,318.07304372589545,322.45628618150164,640.5293299073971,1.5525208505961272,ECO_SOURCE
2015-02-07 23:43:00,19.7,29.1,0.0,440.0,0.0041279252071921,0,403.67090625791207,421.47852504621466,294.38343340688,715.8619584530946,1.7733801157215887,ECO_SOURCE
2015-02-10 07:36:00,20.34,33.0,0.0,450.5,0.0048762524487232,0,259.3563949032993,397.43780013858685,199.90107013523794,597.3388702738248,2.3031584414818145,ECO_SOURCE
2015-02-08 22:40:59,19.5,27.7,0.0,447.0,0.003879261158354,0,407.2761710213585,784.9801479039327,210.7938161775502,995.7739640814829,2.4449600416943182,ECO_SOURCE
2015-02-05 11:53:00,22.2,27.025,444.0,1114.5,0.0044731075349642,1,1183.5176798267657,609.2119303083131,36.011931719093255,645.2238620274063,0.5451746712578466,MAINS
2015-02-06 17:10:00,21.79,21.65,438.0,927.25,0.0034894536917714,1,1312.7600385792475,277.7849193148893,234.27192803533111,512.0568473502204,0.3900612696166475,MAINS
2015-02-05 11:29:00,22.2,26.8566666666667,444.0,1097.33333333333,0.0044450463275202,1,1664.6739636764166,585.8183007095115,339.2556411960152,925.0739419055267,0.555708782675083,MAINS
2015-02-09 16:43:00,22.1,38.8633333333333,442.333333333333,1995.33333333333,0.0064132855393714,1,1384.47289684109,792.1880989221036,253.84203268775116,1046.0301316098548,0.7555439575570965,MAINS
2015-02-07 06:24:59,19.7,19.39,0.0,444.0,0.0027444541255403,0,406.7327244460472,797.0503846642237,291.7622630894031,1088.8126477536268,2.6769733102654665,ECO_SOURCE
2015-02-08 07:09:59,19.1333333333333,31.39,0.0,433.333333333333,0.0042996771186515,0,291.6144445905391,596.8245741180231,218.01038373004147,814.8349578480645,2.794220152544873,ECO_SOURCE
2015-02-07 04:50:00,19.7,19.39,0.0,437.0,0.0027444541255403,0,457.9563471005365,331.88406307465823,170.19414585115635,502.0782089258146,1.0963451256973011,ECO_SOURCE
2015-02-07 21:23:59,19.89,26.7,0.0,438.75,0.0038305689319086,0,295.4525628526109,509.09035139090145,94.69854377143118,603.7888951623327,2.0436068969336985,ECO_SOURCE
2015-02-09 16:08:59,22.0,38.59,438.0,1940.0,0.0063286156947842,1,1036.0162074829113,243.63618455819133,144.67803690649015,388.3142214646815,0.3748148133783772,MAINS
2015-02-08 18:58:00,19.2,27.6,0.0,429.5,0.0037932139445365,0,252.06107589166504,43.00241697440688,160.0799429498894,203.0823599242963,0.8056871105778363,MAINS
2015-02-09 01:50:00,19.29,27.2,0.0,464.0,0.0037590561850982,0,491.61468943271433,646.7183235388061,168.26448416933417,814.9828077081403,1.6577674044861597,ECO_SOURCE
2015-02-10 07:18:00,20.29,33.0,0.0,450.0,0.004861092042156,0,313.09814876313646,635.9464909242535,310.9447874243663,946.8912783486198,3.0242634205574865,ECO_SOURCE
2015-02-09 01:12:00,19.39,27.1,0.0,457.0,0.0037686851408931,0,2082.01632341074,306.8466232791149,143.72324144420296,450.5698647233179,0.21641034205975795,MAINS
2015-02-04 21:32:00,21.5,25.89,0.0,491.666666666667,0.0041034997331217,0,396.30279099551944,361.22977952073614,295.4439137430702,656.6736932638064,1.6569999207278625,ECO_SOURCE
2015-02-09 21:40:59,20.5,33.59,0.0,650.0,0.0050138106150364,0,380.8534240359053,861.3368729389434,75.55824293165396,936.8951158705974,2.459988690510685,ECO_SOURCE
2015-02-05 13:33:00,22.29,26.15,472.25,893.75,0.004351214713085,1,1443.2104077615568,617.7726120213271,151.61764504884917,769.3902570701762,0.5331102470799897,MAINS
2015-02-08 19:32:00,19.39,27.6,0.0,438.0,0.003838647196703,0,230.70456495805232,638.5732659758992,87.39882852833702,725.9720945042362,3.1467608568397227,ECO_SOURCE
2015-02-10 07:07:00,20.29,33.09,0.0,451.0,0.0048744534616992,0,325.3626430506662,699.3662868266797,264.2945112328252,963.6607980595049,2.961805292162695,ECO_SOURCE
2015-02-07 20:34:00,20.0,25.7,0.0,445.0,0.0037116162768695,0,1313.2572340698105,192.1144519203525,307.00627013846844,499.12072205882095,0.3800631811576136,MAINS
2015-02-08 12:46:00,19.9266666666667,29.79,290.666666666667,424.333333333333,0.0042867293788519,0,1785.3207560886506,410.20607270469105,242.02120560016044,652.2272783048516,0.36532778554245693,MAINS
2015-02-09 05:37:00,19.5,26.7,0.0,460.0,0.0037383739208854,0,509.403783437532,271.31712045718194,240.90296148284781,512.2200819400298,1.0055286171678839,ECO_SOURCE
2015-02-06 04:34:00,20.39,18.7,0.0,439.0,0.0027624106412118,0,269.8705515948445,548.2487447184898,64.66409942188007,612.9128441403699,2.2711364412243586,ECO_SOURCE
2015-02-08 04:34:59,19.39,31.29,0.0,436.0,0.0043554513076846,0,491.4126779710915,704.991550714882,329.1425661324042,1034.1341168472864,2.104410739089889,ECO_SOURCE
2015-02-05 17:28:00,22.2225,24.84,433.0,933.25,0.0041147342969363,1,2311.9169288219036,744.1993742913852,242.30973938684178,986.509113678227,0.4267061248523873,MAINS
2015-02-07 09:17:59,20.0666666666667,19.26,133.0,460.666666666667,0.002788934720234,0,361.8069516556196,421.17306745992,296.60647543014517,717.7795428900652,1.9838743827489322,ECO_SOURCE
2015-02-08 12:40:00,19.7,30.1,161.25,422.25,0.0042707522933524,0,462.5987247913724,464.8660735290975,446.90507491150134,911.7711484405988,1.9709763550511277,ECO_SOURCE
2015-02-10 06:20:00,20.1,33.09,0.0,451.0,0.0048170646240456,0,218.34128900366707,463.74062525991303,187.10502270374417,650.8456479636573,2.980863816154929,ECO_SOURCE
2015-02-09 09:19:00,20.2,29.945,419.0,736.0,0.0043832519781644,1,2072.0034108241593,101.83832904119136,138.26671252230568,240.10504156349702,0.11588062080843435,MAINS
2015-02-06 20:13:59,20.39,19.1,0.0,465.0,0.0028217677022694,0,290.68301014893456,560.4193327840487,62.51501285395977,622.9343456380085,2.143002252931265,ECO_SOURCE
2015-02-06 03:47:00,20.5,18.89,0.0,431.0,0.0028097037991726,0,1502.7770875725853,590.9827855432222,265.535473050988,856.5182585942102,0.5699569588046702,MAINS
2015-02-09 11:23:59,21.29,33.2,489.0,1414.0,0.00520396186213,1,2438.3653760078387,135.0143027420792,229.5373300605323,364.5516328026115,0.14950656550064118,MAINS
2015-02-06 21:23:00,20.2,19.1,0.0,453.0,0.0027886788419793,0,1470.7703786593524,344.27140472885424,105.15678067611924,449.4281854049735,0.3055733185316389,MAINS
2015-02-07 11:16:00,22.39,17.7,362.0,452.0,0.0029565564114779,0,234.35986049790446,399.4169770456318,329.03318952871035,728.4501665743421,3.108254822420222,ECO_SOURCE
2015-02-08 11:57:59,19.2,30.79,25.0,428.333333333333,0.0042346172954835,0,246.67709731550235,706.7629444613212,94.42131604208755,801.1842605034088,3.2479069569992816,ECO_SOURCE
2015-02-06 17:49:00,21.675,21.175,433.0,813.75,0.0033884423949699,1,2578.4337859642746,791.6515271945201,253.68499300951137,1045.3365202040316,0.40541530517259333,MAINS
2015-02-06 15:55:00,22.0,20.795,474.5,873.5,0.0033943764272838,1,2159.474215438973,416.18752058883535,36.93934457984194,453.1268651686773,0.20983203315375856,MAINS
2015-02-10 09:04:00,20.7,34.4175,419.0,568.75,0.0052026374244176,1,1941.7559971443907,464.0213120317341,111.09335848666133,575.1146705183954,0.2961827703193283,MAINS
2015-02-08 16:13:00,19.7,26.7,31.0,424.0,0.0037854058514581,0,246.3104580116545,654.0179692235973,215.85154819712653,869.8695174207239,3.531597985902673,ECO_SOURCE
2015-02-09 02:13:59,19.39,26.89,0.0,467.0,0.0037393057416832,0,1598.332771864685,589.809195980584,130.55373106812377,720.3629270487078,0.45069646304523986,MAINS
2015-02-05 22:45:00,20.5,21.1,0.0,454.5,0.0031400792838513,0,374.23057508432646,319.80509127804896,333.911456656674,653.7165479347229,1.7468282696768405,ECO_SOURCE
2015-02-06 13:43:00,21.55,19.34,560.75,663.75,0.0030696616041155,0,319.91586529232825,369.7875481579145,364.9131429461283,734.7006911040428,2.2965434691171014,ECO_SOURCE
2015-02-10 06:39:00,20.15,33.09,0.0,451.0,0.0048321087483126,0,391.80162905042175,173.64790838130847,189.56624963770042,363.2141580190089,0.927035854596373,MAINS
2015-02-07 14:16:00,22.5,17.34,151.75,443.75,0.0029156650794581,0,944.7273810315139,601.9348468897192,254.66612299540787,856.6009698851271,0.9067176278407801,MAINS
2015-02-06 08:19:00,20.84,19.65,419.0,573.0,0.0029854707012152,1,1149.5089526603995,640.5601320792483,17.205278013962662,657.765410093211,0.5722142559837333,MAINS
2015-02-08 01:23:00,19.55,30.15,0.0,438.5,0.0042379461506166,0,847.048981976792,375.6790847938189,22.229068732464203,397.9081535262831,0.46975813913106773,MAINS
2015-02-07 21:06:00,19.89,26.6,0.0,439.0,0.0038161342109962,0,668.1483927323515,649.6896580029254,292.71225286747483,942.4019108704002,1.4104679755593006,ECO_SOURCE
2015-02-04 19:28:59,22.1,27.2,0.0,567.0,0.0044747382697237,0,462.22153199155554,199.9459108871156,346.2760678767126,546.2219787638282,1.1817320071835324,ECO_SOURCE
2015-02-08 01:51:00,19.5,30.5,0.0,439.0,0.0042740831504546,0,424.6752921435559,348.4914377628367,135.57281259753972,484.06425036037643,1.1398455698165384,ECO_SOURCE
2015-02-10 06:07:00,20.1,33.09,0.0,449.0,0.0048170646240456,0,2636.4004155448642,645.8954598644762,227.08029299833544,872.9757528628115,0.3311241144234131,MAINS
2015-02-09 08:43:00,19.5333333333333,27.0,0.0,474.0,0.0037885248351872,0,368.5393557986414,461.41249508578954,268.69167643521547,730.104171521005,1.9810751824288517,ECO_SOURCE
2015-02-08 16:11:00,19.7,26.7,31.0,423.0,0.0037854058514581,0,1717.8702257552925,624.9147052838747,118.08557852075829,743.000283804633,0.4325124637851847,MAINS
2015-02-05 19:23:00,21.1,20.1,0.0,538.0,0.0031036362031379,0,344.6405999209949,745.1323112183117,210.8214950736655,955.9538062919771,2.7737701434802493,ECO_SOURCE
